RPM,Current_A,Vibration_g,Temperature_C,label
1829.802849180674,3.0230481105306524,0.12771837283533824,41.530804312026696,0
1791.7041419297288,3.2849037473051244,0.1373813833252442,42.14682540482089,0
1838.8613122860415,3.3965986166445887,0.1311587963285151,40.997379824271086,0
1891.3817913844814,3.9719219143350477,0.13904008362517722,36.11500461807646,0
1785.9507975165998,3.6391382811334396,0.1457169937857762,39.68915513494448,0
1785.9517825830492,3.1661296077250274,0.16674308972662769,37.68858485016617,0
1894.7527689304434,3.621509072354409,0.14357681922588594,39.594788454163854,0
1846.0460837491746,3.1131740027654087,0.11828748586460813,41.96000847226779,0
1771.8315368439028,3.7706727634717683,0.1728013569299032,40.610301671749944,0
1832.5536026151578,3.38221883704553,0.1332581973276992,42.296181732794864,0
1772.1949384312522,3.4765909528152075,0.1488255914579074,40.68350784142708,0
1772.0562147857845,3.8314491618855477,0.15893073013881423,37.403348120662194,0
1814.5177362939621,3.1782091078539376,0.15399220836805566,34.95830598685453,0
1685.2031853205322,3.1507204537217524,0.17188359095042952,40.29761752335918,0
1696.504930049218,3.354100168413499,0.15958006286785517,39.57214706729767,0
1766.2627482455416,3.7595947127548293,0.13277380840605785,38.046108521236235,0
1739.2301327799346,3.1201634811307892,0.19357124347983323,36.59874550069724,0
1818.8548399557164,2.7919611004723577,0.15388666926676467,38.530513573054584,0
1745.5185554687273,3.3872102853977504,0.14705319546756987,39.611017030270446,0
1715.2617779198824,3.63793519997773,0.16927850846111142,41.33175564741278,0
1887.9389261352933,3.800065437434707,0.15498901891860145,40.37726216313596,0
1786.4534219708078,3.38420965947865,0.15798456385878654,43.21613449434546,0
1804.0516922812753,3.3971433482209994,0.19984367997201374,37.92879188790921,0
1714.5151088271925,3.788475183563937,0.14449757143489905,41.762117784114864,0
1767.337036528489,3.0325645750761447,0.14364478211965206,40.094597486257456,0
1806.655355382592,3.4028698062042477,0.15233157024024926,41.389338248237166,0
1730.9403853546619,3.5476059724812643,0.17143031871162076,39.12697027346891,0
1822.5418811007403,3.6123046803212584,0.11986931939619201,42.14336074778118,0
1763.9616786048716,3.3725483267022796,0.11068888217046989,40.590449516690484,0
1782.4983750124034,3.5086102529264602,0.13825769458759704,38.6411100301645,0
1763.8976032662363,2.8779181616467526,0.11732154081881424,39.97595194217362,0
1911.1366910705362,3.335437896916538,0.14150337304948724,39.5208882821258,0
1799.190166515724,3.613377178138617,0.1600499939225858,40.97835670127559,0
1736.537344262646,3.2544264914363303,0.13218502272895472,37.640446501250985,0
1849.3526947261914,3.5147460553973993,0.12146346846437314,39.94129659576861,0
1726.7493810017386,3.6117181252006745,0.15138674323430695,40.79061450529866,0
1812.5318157002853,3.414362699785559,0.1672508696923034,40.06604661438607,0
1682.4197925672136,3.542615942749143,0.11610053122966774,42.693882488777994,0
1720.3088370660942,3.259316858678847,0.16640464796611967,41.548045548142106,0
1811.8116741521474,3.4483471800759884,0.1663461240747665,39.985038406518505,0
1844.3079947997246,3.6525540423973055,0.16908170204313255,40.43337819499535,0
1810.2820968713982,3.5392432402421083,0.17436960429743373,40.591331102964,0
